ball_x,ball_y,ball_vx,ball_vy,paddle_direction,paddle_y,Ball.RADIUS,Paddle.L,Paddle.STEP,WIDTH,HEIGHT,BORDER,VELOCITY,FPS
446,80,12,8,0,140,10,80,20,800,400,20,12,30
458,88,12,8,1,140,10,80,20,800,400,20,12,30
470,96,12,8,0,160,10,80,20,800,400,20,12,30
482,104,12,8,0,160,10,80,20,800,400,20,12,30
494,112,12,8,1,160,10,80,20,800,400,20,12,30
506,120,12,8,0,180,10,80,20,800,400,20,12,30
518,128,12,8,0,180,10,80,20,800,400,20,12,30
530,136,12,8,1,180,10,80,20,800,400,20,12,30
542,144,12,8,0,200,10,80,20,800,400,20,12,30
554,152,12,8,0,200,10,80,20,800,400,20,12,30
566,160,12,8,1,200,10,80,20,800,400,20,12,30
578,168,12,8,0,220,10,80,20,800,400,20,12,30
590,176,12,8,0,220,10,80,20,800,400,20,12,30
602,184,12,8,0,220,10,80,20,800,400,20,12,30
614,192,12,8,1,220,10,80,20,800,400,20,12,30
626,200,12,8,0,240,10,80,20,800,400,20,12,30
638,208,12,8,0,240,10,80,20,800,400,20,12,30
650,216,12,8,1,240,10,80,20,800,400,20,12,30
662,224,12,8,0,260,10,80,20,800,400,20,12,30
674,232,12,8,1,260,10,80,20,800,400,20,12,30
686,240,12,8,0,280,10,80,20,800,400,20,12,30
698,248,12,8,0,280,10,80,20,800,400,20,12,30
710,256,12,8,1,280,10,80,20,800,400,20,12,30
722,264,12,8,0,300,10,80,20,800,400,20,12,30
734,272,12,8,0,300,10,80,20,800,400,20,12,30
746,280,12,8,1,300,10,80,20,800,400,20,12,30
758,288,12,8,0,320,10,80,20,800,400,20,12,30
770,296,12,8,0,320,10,80,20,800,400,20,12,30
758,304,-12,8,1,320,10,80,20,800,400,20,12,30
746,312,-12,8,0,340,10,80,20,800,400,20,12,30
734,320,-12,8,0,340,10,80,20,800,400,20,12,30
722,328,-12,8,0,340,10,80,20,800,400,20,12,30
710,336,-12,8,0,340,10,80,20,800,400,20,12,30
698,344,-12,8,0,340,10,80,20,800,400,20,12,30
686,352,-12,8,0,340,10,80,20,800,400,20,12,30
674,360,-12,8,0,340,10,80,20,800,400,20,12,30
662,368,-12,8,0,340,10,80,20,800,400,20,12,30
650,360,-12,-8,0,340,10,80,20,800,400,20,12,30
638,352,-12,-8,0,340,10,80,20,800,400,20,12,30
626,344,-12,-8,0,340,10,80,20,800,400,20,12,30
614,336,-12,-8,0,340,10,80,20,800,400,20,12,30
602,328,-12,-8,0,340,10,80,20,800,400,20,12,30
590,320,-12,-8,0,340,10,80,20,800,400,20,12,30
578,312,-12,-8,0,340,10,80,20,800,400,20,12,30
566,304,-12,-8,0,340,10,80,20,800,400,20,12,30
554,296,-12,-8,0,340,10,80,20,800,400,20,12,30
542,288,-12,-8,-1,340,10,80,20,800,400,20,12,30
530,280,-12,-8,0,320,10,80,20,800,400,20,12,30
518,272,-12,-8,0,320,10,80,20,800,400,20,12,30
506,264,-12,-8,0,320,10,80,20,800,400,20,12,30
494,256,-12,-8,0,320,10,80,20,800,400,20,12,30
482,248,-12,-8,-1,320,10,80,20,800,400,20,12,30
470,240,-12,-8,0,300,10,80,20,800,400,20,12,30
458,232,-12,-8,0,300,10,80,20,800,400,20,12,30
446,224,-12,-8,0,300,10,80,20,800,400,20,12,30
434,216,-12,-8,-1,300,10,80,20,800,400,20,12,30
422,208,-12,-8,0,280,10,80,20,800,400,20,12,30
410,200,-12,-8,0,280,10,80,20,800,400,20,12,30
398,192,-12,-8,0,280,10,80,20,800,400,20,12,30
386,184,-12,-8,0,280,10,80,20,800,400,20,12,30
374,176,-12,-8,0,280,10,80,20,800,400,20,12,30
362,168,-12,-8,0,280,10,80,20,800,400,20,12,30
350,160,-12,-8,0,280,10,80,20,800,400,20,12,30
338,152,-12,-8,0,280,10,80,20,800,400,20,12,30
326,144,-12,-8,-1,280,10,80,20,800,400,20,12,30
314,136,-12,-8,0,260,10,80,20,800,400,20,12,30
302,128,-12,-8,0,260,10,80,20,800,400,20,12,30
290,120,-12,-8,0,260,10,80,20,800,400,20,12,30
278,112,-12,-8,0,260,10,80,20,800,400,20,12,30
266,104,-12,-8,-1,260,10,80,20,800,400,20,12,30
254,96,-12,-8,0,240,10,80,20,800,400,20,12,30
242,88,-12,-8,0,240,10,80,20,800,400,20,12,30
230,80,-12,-8,0,240,10,80,20,800,400,20,12,30
218,72,-12,-8,0,240,10,80,20,800,400,20,12,30
206,64,-12,-8,-1,240,10,80,20,800,400,20,12,30
194,56,-12,-8,0,220,10,80,20,800,400,20,12,30
182,48,-12,-8,0,220,10,80,20,800,400,20,12,30
170,40,-12,-8,0,220,10,80,20,800,400,20,12,30
158,32,-12,-8,-1,220,10,80,20,800,400,20,12,30
146,40,-12,8,0,200,10,80,20,800,400,20,12,30
134,48,-12,8,0,200,10,80,20,800,400,20,12,30
122,56,-12,8,-1,200,10,80,20,800,400,20,12,30
110,64,-12,8,0,180,10,80,20,800,400,20,12,30
98,72,-12,8,0,180,10,80,20,800,400,20,12,30
86,80,-12,8,0,180,10,80,20,800,400,20,12,30
74,88,-12,8,0,180,10,80,20,800,400,20,12,30
62,96,-12,8,0,180,10,80,20,800,400,20,12,30
50,104,-12,8,0,180,10,80,20,800,400,20,12,30
38,112,-12,8,0,180,10,80,20,800,400,20,12,30
50,120,12,8,0,180,10,80,20,800,400,20,12,30
62,128,12,8,0,180,10,80,20,800,400,20,12,30
74,136,12,8,0,180,10,80,20,800,400,20,12,30
86,144,12,8,1,180,10,80,20,800,400,20,12,30
98,152,12,8,0,200,10,80,20,800,400,20,12,30
110,160,12,8,0,200,10,80,20,800,400,20,12,30
122,168,12,8,1,200,10,80,20,800,400,20,12,30
134,176,12,8,0,220,10,80,20,800,400,20,12,30
146,184,12,8,0,220,10,80,20,800,400,20,12,30
158,192,12,8,0,220,10,80,20,800,400,20,12,30
170,200,12,8,0,220,10,80,20,800,400,20,12,30
182,208,12,8,1,220,10,80,20,800,400,20,12,30
194,216,12,8,0,240,10,80,20,800,400,20,12,30
206,224,12,8,0,240,10,80,20,800,400,20,12,30
218,232,12,8,0,240,10,80,20,800,400,20,12,30
230,240,12,8,1,240,10,80,20,800,400,20,12,30
242,248,12,8,0,260,10,80,20,800,400,20,12,30
254,256,12,8,0,260,10,80,20,800,400,20,12,30
266,264,12,8,0,260,10,80,20,800,400,20,12,30
278,272,12,8,1,260,10,80,20,800,400,20,12,30
290,280,12,8,0,280,10,80,20,800,400,20,12,30
302,288,12,8,0,280,10,80,20,800,400,20,12,30
314,296,12,8,0,280,10,80,20,800,400,20,12,30
326,304,12,8,0,280,10,80,20,800,400,20,12,30
338,312,12,8,0,280,10,80,20,800,400,20,12,30
350,320,12,8,0,280,10,80,20,800,400,20,12,30
362,328,12,8,0,280,10,80,20,800,400,20,12,30
374,336,12,8,0,280,10,80,20,800,400,20,12,30
386,344,12,8,0,280,10,80,20,800,400,20,12,30
398,352,12,8,-1,280,10,80,20,800,400,20,12,30
410,360,12,8,0,260,10,80,20,800,400,20,12,30
422,368,12,8,0,260,10,80,20,800,400,20,12,30
434,360,12,-8,0,260,10,80,20,800,400,20,12,30
446,352,12,-8,-1,260,10,80,20,800,400,20,12,30
458,344,12,-8,0,240,10,80,20,800,400,20,12,30
470,336,12,-8,0,240,10,80,20,800,400,20,12,30
482,328,12,-8,0,240,10,80,20,800,400,20,12,30
494,320,12,-8,-1,240,10,80,20,800,400,20,12,30
506,312,12,-8,0,220,10,80,20,800,400,20,12,30
518,304,12,-8,0,220,10,80,20,800,400,20,12,30
530,296,12,-8,0,220,10,80,20,800,400,20,12,30
542,288,12,-8,-1,220,10,80,20,800,400,20,12,30
554,280,12,-8,0,200,10,80,20,800,400,20,12,30
566,272,12,-8,0,200,10,80,20,800,400,20,12,30
578,264,12,-8,-1,200,10,80,20,800,400,20,12,30
590,256,12,-8,0,180,10,80,20,800,400,20,12,30
602,248,12,-8,0,180,10,80,20,800,400,20,12,30
614,240,12,-8,-1,180,10,80,20,800,400,20,12,30
626,232,12,-8,0,160,10,80,20,800,400,20,12,30
638,224,12,-8,0,160,10,80,20,800,400,20,12,30
650,216,12,-8,-1,160,10,80,20,800,400,20,12,30
662,208,12,-8,0,140,10,80,20,800,400,20,12,30
674,200,12,-8,0,140,10,80,20,800,400,20,12,30
686,192,12,-8,0,140,10,80,20,800,400,20,12,30
698,184,12,-8,-1,140,10,80,20,800,400,20,12,30
710,176,12,-8,0,120,10,80,20,800,400,20,12,30
722,168,12,-8,0,120,10,80,20,800,400,20,12,30
734,160,12,-8,-1,120,10,80,20,800,400,20,12,30
746,152,12,-8,0,100,10,80,20,800,400,20,12,30
758,144,12,-8,0,100,10,80,20,800,400,20,12,30
770,136,12,-8,0,100,10,80,20,800,400,20,12,30
758,128,-12,-8,0,100,10,80,20,800,400,20,12,30
746,120,-12,-8,0,100,10,80,20,800,400,20,12,30
734,112,-12,-8,0,100,10,80,20,800,400,20,12,30
722,104,-12,-8,0,100,10,80,20,800,400,20,12,30
710,96,-12,-8,0,100,10,80,20,800,400,20,12,30
698,88,-12,-8,0,100,10,80,20,800,400,20,12,30
686,80,-12,-8,0,100,10,80,20,800,400,20,12,30
674,72,-12,-8,0,100,10,80,20,800,400,20,12,30
662,64,-12,-8,0,100,10,80,20,800,400,20,12,30
650,56,-12,-8,0,100,10,80,20,800,400,20,12,30
638,48,-12,-8,0,100,10,80,20,800,400,20,12,30
626,40,-12,-8,0,100,10,80,20,800,400,20,12,30
614,32,-12,-8,0,100,10,80,20,800,400,20,12,30
602,40,-12,8,0,100,10,80,20,800,400,20,12,30
590,48,-12,8,1,100,10,80,20,800,400,20,12,30
578,56,-12,8,0,120,10,80,20,800,400,20,12,30
566,64,-12,8,0,120,10,80,20,800,400,20,12,30
554,72,-12,8,0,120,10,80,20,800,400,20,12,30
542,80,-12,8,0,120,10,80,20,800,400,20,12,30
530,88,-12,8,0,120,10,80,20,800,400,20,12,30
518,96,-12,8,0,120,10,80,20,800,400,20,12,30
506,104,-12,8,0,120,10,80,20,800,400,20,12,30
494,112,-12,8,1,120,10,80,20,800,400,20,12,30
482,120,-12,8,0,140,10,80,20,800,400,20,12,30
470,128,-12,8,0,140,10,80,20,800,400,20,12,30
458,136,-12,8,0,140,10,80,20,800,400,20,12,30
446,144,-12,8,0,140,10,80,20,800,400,20,12,30
434,152,-12,8,0,140,10,80,20,800,400,20,12,30
422,160,-12,8,1,140,10,80,20,800,400,20,12,30
410,168,-12,8,0,160,10,80,20,800,400,20,12,30
398,176,-12,8,0,160,10,80,20,800,400,20,12,30
386,184,-12,8,1,160,10,80,20,800,400,20,12,30
374,192,-12,8,0,180,10,80,20,800,400,20,12,30
362,200,-12,8,0,180,10,80,20,800,400,20,12,30
350,208,-12,8,0,180,10,80,20,800,400,20,12,30
338,216,-12,8,1,180,10,80,20,800,400,20,12,30
326,224,-12,8,0,200,10,80,20,800,400,20,12,30
314,232,-12,8,0,200,10,80,20,800,400,20,12,30
302,240,-12,8,0,200,10,80,20,800,400,20,12,30
290,248,-12,8,1,200,10,80,20,800,400,20,12,30
278,256,-12,8,0,220,10,80,20,800,400,20,12,30
266,264,-12,8,0,220,10,80,20,800,400,20,12,30
254,272,-12,8,0,220,10,80,20,800,400,20,12,30
242,280,-12,8,1,220,10,80,20,800,400,20,12,30
230,288,-12,8,0,240,10,80,20,800,400,20,12,30
218,296,-12,8,0,240,10,80,20,800,400,20,12,30
206,304,-12,8,0,240,10,80,20,800,400,20,12,30
194,312,-12,8,1,240,10,80,20,800,400,20,12,30
182,320,-12,8,0,260,10,80,20,800,400,20,12,30
170,328,-12,8,0,260,10,80,20,800,400,20,12,30
158,336,-12,8,1,260,10,80,20,800,400,20,12,30
146,344,-12,8,0,280,10,80,20,800,400,20,12,30
134,352,-12,8,0,280,10,80,20,800,400,20,12,30
122,360,-12,8,0,280,10,80,20,800,400,20,12,30
110,368,-12,8,0,280,10,80,20,800,400,20,12,30
98,360,-12,-8,0,280,10,80,20,800,400,20,12,30
86,352,-12,-8,0,280,10,80,20,800,400,20,12,30
74,344,-12,-8,0,280,10,80,20,800,400,20,12,30
62,336,-12,-8,0,280,10,80,20,800,400,20,12,30
50,328,-12,-8,-1,280,10,80,20,800,400,20,12,30
38,320,-12,-8,0,260,10,80,20,800,400,20,12,30
50,312,12,-8,0,260,10,80,20,800,400,20,12,30
62,304,12,-8,0,260,10,80,20,800,400,20,12,30
74,296,12,-8,-1,260,10,80,20,800,400,20,12,30
86,288,12,-8,0,240,10,80,20,800,400,20,12,30
98,280,12,-8,0,240,10,80,20,800,400,20,12,30
110,272,12,-8,0,240,10,80,20,800,400,20,12,30
122,264,12,-8,0,240,10,80,20,800,400,20,12,30
134,256,12,-8,-1,240,10,80,20,800,400,20,12,30
146,248,12,-8,0,220,10,80,20,800,400,20,12,30
158,240,12,-8,0,220,10,80,20,800,400,20,12,30
170,232,12,-8,0,220,10,80,20,800,400,20,12,30
182,224,12,-8,-1,220,10,80,20,800,400,20,12,30
194,216,12,-8,0,200,10,80,20,800,400,20,12,30
206,208,12,-8,0,200,10,80,20,800,400,20,12,30
218,200,12,-8,-1,200,10,80,20,800,400,20,12,30
230,192,12,-8,0,180,10,80,20,800,400,20,12,30
242,184,12,-8,0,180,10,80,20,800,400,20,12,30
254,176,12,-8,0,180,10,80,20,800,400,20,12,30
266,168,12,-8,-1,180,10,80,20,800,400,20,12,30
278,160,12,-8,0,160,10,80,20,800,400,20,12,30
290,152,12,-8,0,160,10,80,20,800,400,20,12,30
302,144,12,-8,0,160,10,80,20,800,400,20,12,30
314,136,12,-8,-1,160,10,80,20,800,400,20,12,30
326,128,12,-8,0,140,10,80,20,800,400,20,12,30
338,120,12,-8,0,140,10,80,20,800,400,20,12,30
350,112,12,-8,0,140,10,80,20,800,400,20,12,30
362,104,12,-8,-1,140,10,80,20,800,400,20,12,30
374,96,12,-8,0,120,10,80,20,800,400,20,12,30
386,88,12,-8,0,120,10,80,20,800,400,20,12,30
398,80,12,-8,0,120,10,80,20,800,400,20,12,30
410,72,12,-8,0,120,10,80,20,800,400,20,12,30
422,64,12,-8,-1,120,10,80,20,800,400,20,12,30
434,56,12,-8,0,100,10,80,20,800,400,20,12,30
446,48,12,-8,0,100,10,80,20,800,400,20,12,30
458,40,12,-8,0,100,10,80,20,800,400,20,12,30
470,32,12,-8,0,100,10,80,20,800,400,20,12,30
482,40,12,8,0,100,10,80,20,800,400,20,12,30
494,48,12,8,0,100,10,80,20,800,400,20,12,30
506,56,12,8,0,100,10,80,20,800,400,20,12,30
518,64,12,8,0,100,10,80,20,800,400,20,12,30
530,72,12,8,0,100,10,80,20,800,400,20,12,30
542,80,12,8,0,100,10,80,20,800,400,20,12,30
554,88,12,8,0,100,10,80,20,800,400,20,12,30
566,96,12,8,0,100,10,80,20,800,400,20,12,30
578,104,12,8,0,100,10,80,20,800,400,20,12,30
590,112,12,8,1,100,10,80,20,800,400,20,12,30
602,120,12,8,0,120,10,80,20,800,400,20,12,30
614,128,12,8,0,120,10,80,20,800,400,20,12,30
626,136,12,8,0,120,10,80,20,800,400,20,12,30
638,144,12,8,1,120,10,80,20,800,400,20,12,30
650,152,12,8,0,140,10,80,20,800,400,20,12,30
662,160,12,8,0,140,10,80,20,800,400,20,12,30
674,168,12,8,1,140,10,80,20,800,400,20,12,30
686,176,12,8,0,160,10,80,20,800,400,20,12,30
698,184,12,8,0,160,10,80,20,800,400,20,12,30
710,192,12,8,1,160,10,80,20,800,400,20,12,30
722,200,12,8,0,180,10,80,20,800,400,20,12,30
734,208,12,8,0,180,10,80,20,800,400,20,12,30
746,216,12,8,0,180,10,80,20,800,400,20,12,30
758,224,12,8,1,180,10,80,20,800,400,20,12,30
770,232,12,8,0,200,10,80,20,800,400,20,12,30
758,244,-12,12,0,200,10,80,20,800,400,20,12,30
746,256,-12,12,1,200,10,80,20,800,400,20,12,30
734,268,-12,12,0,220,10,80,20,800,400,20,12,30
722,280,-12,12,0,220,10,80,20,800,400,20,12,30
710,292,-12,12,1,220,10,80,20,800,400,20,12,30
698,304,-12,12,0,240,10,80,20,800,400,20,12,30
686,316,-12,12,0,240,10,80,20,800,400,20,12,30
674,328,-12,12,0,240,10,80,20,800,400,20,12,30
662,340,-12,12,0,240,10,80,20,800,400,20,12,30
650,352,-12,12,1,240,10,80,20,800,400,20,12,30
638,364,-12,12,0,260,10,80,20,800,400,20,12,30
626,352,-12,-12,0,260,10,80,20,800,400,20,12,30
614,340,-12,-12,0,260,10,80,20,800,400,20,12,30
602,328,-12,-12,1,260,10,80,20,800,400,20,12,30
590,316,-12,-12,0,280,10,80,20,800,400,20,12,30
578,304,-12,-12,0,280,10,80,20,800,400,20,12,30
566,292,-12,-12,1,280,10,80,20,800,400,20,12,30
554,280,-12,-12,0,300,10,80,20,800,400,20,12,30
542,268,-12,-12,0,300,10,80,20,800,400,20,12,30
530,256,-12,-12,0,300,10,80,20,800,400,20,12,30
518,244,-12,-12,0,300,10,80,20,800,400,20,12,30
506,232,-12,-12,0,300,10,80,20,800,400,20,12,30
494,220,-12,-12,0,300,10,80,20,800,400,20,12,30
482,208,-12,-12,0,300,10,80,20,800,400,20,12,30
470,196,-12,-12,0,300,10,80,20,800,400,20,12,30
458,184,-12,-12,-1,300,10,80,20,800,400,20,12,30
446,172,-12,-12,0,280,10,80,20,800,400,20,12,30
434,160,-12,-12,0,280,10,80,20,800,400,20,12,30
422,148,-12,-12,0,280,10,80,20,800,400,20,12,30
410,136,-12,-12,-1,280,10,80,20,800,400,20,12,30
398,124,-12,-12,0,260,10,80,20,800,400,20,12,30
386,112,-12,-12,0,260,10,80,20,800,400,20,12,30
374,100,-12,-12,0,260,10,80,20,800,400,20,12,30
362,88,-12,-12,-1,260,10,80,20,800,400,20,12,30
350,76,-12,-12,0,240,10,80,20,800,400,20,12,30
338,64,-12,-12,0,240,10,80,20,800,400,20,12,30
326,52,-12,-12,-1,240,10,80,20,800,400,20,12,30
314,40,-12,-12,0,220,10,80,20,800,400,20,12,30
302,52,-12,12,0,220,10,80,20,800,400,20,12,30
290,64,-12,12,-1,220,10,80,20,800,400,20,12,30
278,76,-12,12,0,200,10,80,20,800,400,20,12,30
266,88,-12,12,0,200,10,80,20,800,400,20,12,30
254,100,-12,12,0,200,10,80,20,800,400,20,12,30
242,112,-12,12,0,200,10,80,20,800,400,20,12,30
230,124,-12,12,0,200,10,80,20,800,400,20,12,30
218,136,-12,12,0,200,10,80,20,800,400,20,12,30
206,148,-12,12,0,200,10,80,20,800,400,20,12,30
194,160,-12,12,1,200,10,80,20,800,400,20,12,30
182,172,-12,12,0,220,10,80,20,800,400,20,12,30
170,184,-12,12,0,220,10,80,20,800,400,20,12,30
158,196,-12,12,1,220,10,80,20,800,400,20,12,30
146,208,-12,12,0,240,10,80,20,800,400,20,12,30
134,220,-12,12,0,240,10,80,20,800,400,20,12,30
122,232,-12,12,0,240,10,80,20,800,400,20,12,30
110,244,-12,12,1,240,10,80,20,800,400,20,12,30
98,256,-12,12,0,260,10,80,20,800,400,20,12,30
86,268,-12,12,0,260,10,80,20,800,400,20,12,30
74,280,-12,12,0,260,10,80,20,800,400,20,12,30
62,292,-12,12,1,260,10,80,20,800,400,20,12,30
50,304,-12,12,0,280,10,80,20,800,400,20,12,30
38,316,-12,12,0,280,10,80,20,800,400,20,12,30
50,328,12,12,0,280,10,80,20,800,400,20,12,30
62,340,12,12,0,280,10,80,20,800,400,20,12,30
74,352,12,12,0,280,10,80,20,800,400,20,12,30
86,364,12,12,0,280,10,80,20,800,400,20,12,30
98,352,12,-12,0,280,10,80,20,800,400,20,12,30
110,340,12,-12,0,280,10,80,20,800,400,20,12,30
122,328,12,-12,-1,280,10,80,20,800,400,20,12,30
134,316,12,-12,0,260,10,80,20,800,400,20,12,30
146,304,12,-12,0,260,10,80,20,800,400,20,12,30
158,292,12,-12,0,260,10,80,20,800,400,20,12,30
170,280,12,-12,0,260,10,80,20,800,400,20,12,30
182,268,12,-12,-1,260,10,80,20,800,400,20,12,30
194,256,12,-12,0,240,10,80,20,800,400,20,12,30
206,244,12,-12,0,240,10,80,20,800,400,20,12,30
218,232,12,-12,-1,240,10,80,20,800,400,20,12,30
230,220,12,-12,0,220,10,80,20,800,400,20,12,30
242,208,12,-12,0,220,10,80,20,800,400,20,12,30
254,196,12,-12,0,220,10,80,20,800,400,20,12,30
266,184,12,-12,-1,220,10,80,20,800,400,20,12,30
278,172,12,-12,0,200,10,80,20,800,400,20,12,30
290,160,12,-12,0,200,10,80,20,800,400,20,12,30
302,148,12,-12,0,200,10,80,20,800,400,20,12,30
314,136,12,-12,0,200,10,80,20,800,400,20,12,30
326,124,12,-12,0,200,10,80,20,800,400,20,12,30
338,112,12,-12,0,200,10,80,20,800,400,20,12,30
350,100,12,-12,1,200,10,80,20,800,400,20,12,30
362,88,12,-12,0,220,10,80,20,800,400,20,12,30
374,76,12,-12,0,220,10,80,20,800,400,20,12,30
386,64,12,-12,0,220,10,80,20,800,400,20,12,30
398,52,12,-12,1,220,10,80,20,800,400,20,12,30
410,40,12,-12,0,240,10,80,20,800,400,20,12,30
422,52,12,12,0,240,10,80,20,800,400,20,12,30
434,64,12,12,0,240,10,80,20,800,400,20,12,30
446,76,12,12,1,240,10,80,20,800,400,20,12,30
458,88,12,12,0,260,10,80,20,800,400,20,12,30
470,100,12,12,0,260,10,80,20,800,400,20,12,30
482,112,12,12,0,260,10,80,20,800,400,20,12,30
494,124,12,12,1,260,10,80,20,800,400,20,12,30
506,136,12,12,0,280,10,80,20,800,400,20,12,30
518,148,12,12,0,280,10,80,20,800,400,20,12,30
530,160,12,12,0,280,10,80,20,800,400,20,12,30
542,172,12,12,1,280,10,80,20,800,400,20,12,30
554,184,12,12,0,300,10,80,20,800,400,20,12,30
566,196,12,12,0,300,10,80,20,800,400,20,12,30
578,208,12,12,0,300,10,80,20,800,400,20,12,30
590,220,12,12,0,300,10,80,20,800,400,20,12,30
602,232,12,12,0,300,10,80,20,800,400,20,12,30
614,244,12,12,0,300,10,80,20,800,400,20,12,30
626,256,12,12,1,300,10,80,20,800,400,20,12,30
638,268,12,12,0,320,10,80,20,800,400,20,12,30
650,280,12,12,0,320,10,80,20,800,400,20,12,30
662,292,12,12,1,320,10,80,20,800,400,20,12,30
674,304,12,12,0,340,10,80,20,800,400,20,12,30
686,316,12,12,0,340,10,80,20,800,400,20,12,30
698,328,12,12,0,340,10,80,20,800,400,20,12,30
710,340,12,12,0,340,10,80,20,800,400,20,12,30
722,352,12,12,0,340,10,80,20,800,400,20,12,30
734,364,12,12,0,340,10,80,20,800,400,20,12,30
746,352,12,-12,0,340,10,80,20,800,400,20,12,30
758,340,12,-12,0,340,10,80,20,800,400,20,12,30
770,328,12,-12,-1,340,10,80,20,800,400,20,12,30
758,316,-12,-12,0,320,10,80,20,800,400,20,12,30
746,304,-12,-12,0,320,10,80,20,800,400,20,12,30
734,292,-12,-12,0,320,10,80,20,800,400,20,12,30
722,280,-12,-12,-1,320,10,80,20,800,400,20,12,30
710,268,-12,-12,0,300,10,80,20,800,400,20,12,30
698,256,-12,-12,0,300,10,80,20,800,400,20,12,30
686,244,-12,-12,0,300,10,80,20,800,400,20,12,30
674,232,-12,-12,-1,300,10,80,20,800,400,20,12,30
662,220,-12,-12,0,280,10,80,20,800,400,20,12,30
650,208,-12,-12,0,280,10,80,20,800,400,20,12,30
638,196,-12,-12,-1,280,10,80,20,800,400,20,12,30
626,184,-12,-12,0,260,10,80,20,800,400,20,12,30
614,172,-12,-12,0,260,10,80,20,800,400,20,12,30
602,160,-12,-12,0,260,10,80,20,800,400,20,12,30
590,148,-12,-12,-1,260,10,80,20,800,400,20,12,30
578,136,-12,-12,0,240,10,80,20,800,400,20,12,30
566,124,-12,-12,0,240,10,80,20,800,400,20,12,30
554,112,-12,-12,0,240,10,80,20,800,400,20,12,30
542,100,-12,-12,0,240,10,80,20,800,400,20,12,30
530,88,-12,-12,-1,240,10,80,20,800,400,20,12,30
518,76,-12,-12,0,220,10,80,20,800,400,20,12,30
506,64,-12,-12,0,220,10,80,20,800,400,20,12,30
494,52,-12,-12,0,220,10,80,20,800,400,20,12,30
482,40,-12,-12,-1,220,10,80,20,800,400,20,12,30
470,52,-12,12,0,200,10,80,20,800,400,20,12,30
458,64,-12,12,0,200,10,80,20,800,400,20,12,30
446,76,-12,12,0,200,10,80,20,800,400,20,12,30
434,88,-12,12,-1,200,10,80,20,800,400,20,12,30
422,100,-12,12,0,180,10,80,20,800,400,20,12,30
410,112,-12,12,0,180,10,80,20,800,400,20,12,30
398,124,-12,12,0,180,10,80,20,800,400,20,12,30
386,136,-12,12,-1,180,10,80,20,800,400,20,12,30
374,148,-12,12,0,160,10,80,20,800,400,20,12,30
362,160,-12,12,0,160,10,80,20,800,400,20,12,30
350,172,-12,12,0,160,10,80,20,800,400,20,12,30
338,184,-12,12,0,160,10,80,20,800,400,20,12,30
326,196,-12,12,0,160,10,80,20,800,400,20,12,30
314,208,-12,12,1,160,10,80,20,800,400,20,12,30
302,220,-12,12,0,180,10,80,20,800,400,20,12,30
290,232,-12,12,0,180,10,80,20,800,400,20,12,30
278,244,-12,12,0,180,10,80,20,800,400,20,12,30
266,256,-12,12,0,180,10,80,20,800,400,20,12,30
254,268,-12,12,0,180,10,80,20,800,400,20,12,30
242,280,-12,12,1,180,10,80,20,800,400,20,12,30
230,292,-12,12,0,200,10,80,20,800,400,20,12,30
218,304,-12,12,0,200,10,80,20,800,400,20,12,30
206,316,-12,12,0,200,10,80,20,800,400,20,12,30
194,328,-12,12,1,200,10,80,20,800,400,20,12,30
182,340,-12,12,0,220,10,80,20,800,400,20,12,30
170,352,-12,12,0,220,10,80,20,800,400,20,12,30
158,364,-12,12,0,220,10,80,20,800,400,20,12,30
146,352,-12,-12,0,220,10,80,20,800,400,20,12,30
134,340,-12,-12,0,220,10,80,20,800,400,20,12,30
122,328,-12,-12,0,220,10,80,20,800,400,20,12,30
110,316,-12,-12,0,220,10,80,20,800,400,20,12,30
98,304,-12,-12,-1,220,10,80,20,800,400,20,12,30
86,292,-12,-12,0,200,10,80,20,800,400,20,12,30
74,280,-12,-12,0,200,10,80,20,800,400,20,12,30
62,268,-12,-12,0,200,10,80,20,800,400,20,12,30
50,256,-12,-12,-1,200,10,80,20,800,400,20,12,30
38,244,-12,-12,0,180,10,80,20,800,400,20,12,30
50,232,12,-12,0,180,10,80,20,800,400,20,12,30
62,220,12,-12,0,180,10,80,20,800,400,20,12,30
74,208,12,-12,0,180,10,80,20,800,400,20,12,30
86,196,12,-12,-1,180,10,80,20,800,400,20,12,30
98,184,12,-12,0,160,10,80,20,800,400,20,12,30
110,172,12,-12,0,160,10,80,20,800,400,20,12,30
122,160,12,-12,0,160,10,80,20,800,400,20,12,30
134,148,12,-12,-1,160,10,80,20,800,400,20,12,30
146,136,12,-12,0,140,10,80,20,800,400,20,12,30
158,124,12,-12,0,140,10,80,20,800,400,20,12,30
170,112,12,-12,-1,140,10,80,20,800,400,20,12,30
182,100,12,-12,0,120,10,80,20,800,400,20,12,30
194,88,12,-12,0,120,10,80,20,800,400,20,12,30
206,76,12,-12,0,120,10,80,20,800,400,20,12,30
218,64,12,-12,0,120,10,80,20,800,400,20,12,30
230,52,12,-12,0,120,10,80,20,800,400,20,12,30
242,40,12,-12,1,120,10,80,20,800,400,20,12,30
254,52,12,12,0,140,10,80,20,800,400,20,12,30
266,64,12,12,0,140,10,80,20,800,400,20,12,30
278,76,12,12,1,140,10,80,20,800,400,20,12,30
290,88,12,12,0,160,10,80,20,800,400,20,12,30
302,100,12,12,0,160,10,80,20,800,400,20,12,30
